coupling_function,device_count,k,run_count,overall_per_percent_median,ttu_cycle_median,ttu_reach_rate_percent,max_convergence_cycle_censored_median,max_convergence_rate_percent,mingap_convergence_cycle_censored_median,mingap_convergence_rate_percent,aux_mean_convergence_cycle_censored_median,aux_mean_convergence_rate_percent,final_10_cycle_new_mean_abs_dev_median,final_10_cycle_new_max_abs_dev_median,final_10_cycle_min_gap_median,simultaneous_collision_count_total,max_safe_k_ge95_lower,max_safe_k_ge95_upper,max_safe_k_ge95_values,max_safe_k_ge95_count,mingap_safe_k_ge95_lower,mingap_safe_k_ge95_upper,mingap_safe_k_ge95_values,mingap_safe_k_ge95_count,per_optimal_k,epsilon_tolerance_rad,fit_eligible,plot_function
LINEAR,5,3.0,1000,0.0,10.0,99.9,165.5,50.4,1.0,99.9,1.0,98.2,0.6194024232956317,1.2352611904927748,0.6743670756051404,0,700.0,1000.0,700;1000,2,1.0,2000.0,1;2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700;1000;1500;2000,20,1.0,1.224537524338598,False,frog chorus based
LINEAR,5,5.0,1000,0.0,10.0,100.0,100.0,55.400000000000006,1.0,100.0,1.0,99.6,0.5558452649701744,1.1741820841888866,0.8112690981685092,0,700.0,1000.0,700;1000,2,1.0,2000.0,1;2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700;1000;1500;2000,20,1.0,1.224537524338598,False,frog chorus based
LINEAR,5,7.0,1000,0.0,10.0,100.0,72.0,57.9,1.0,100.0,1.0,100.0,0.5484818412583681,1.1423144255175104,0.8117846572092349,0,700.0,1000.0,700;1000,2,1.0,2000.0,1;2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700;1000;1500;2000,20,1.0,1.224537524338598,False,frog chorus based
LINEAR,5,10.0,1000,0.0,10.0,100.0,51.0,58.7,1.0,100.0,1.0,100.0,0.5342259876150426,1.1306134806534438,0.8122861919978641,0,700.0,1000.0,700;1000,2,1.0,2000.0,1;2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700;1000;1500;2000,20,1.0,1.224537524338598,True,frog chorus based
LINEAR,5,15.0,1000,0.0,10.0,100.0,34.0,59.0,1.0,100.0,1.0,100.0,0.5327140353795281,1.1290509201154626,0.8129156815373773,0,700.0,1000.0,700;1000,2,1.0,2000.0,1;2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700;1000;1500;2000,20,1.0,1.224537524338598,True,frog chorus based
LINEAR,5,20.0,1000,0.0,10.0,100.0,26.0,58.9,1.0,100.0,1.0,100.0,0.5318116865099487,1.1287459202905017,0.8132916130787118,0,700.0,1000.0,700;1000,2,1.0,2000.0,1;2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700;1000;1500;2000,20,1.0,1.224537524338598,True,frog chorus based
LINEAR,5,30.0,1000,0.0,10.0,100.0,18.0,59.1,1.0,100.0,1.0,100.0,0.5298355010012524,1.1264587931791348,0.8145984179455132,0,700.0,1000.0,700;1000,2,1.0,2000.0,1;2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700;1000;1500;2000,20,1.0,1.224537524338598,True,frog chorus based
LINEAR,5,50.0,1000,0.0,10.0,100.0,11.0,60.0,1.0,100.0,1.0,100.0,0.5283796624499395,1.121175213299343,0.8165143110787563,0,700.0,1000.0,700;1000,2,1.0,2000.0,1;2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700;1000;1500;2000,20,1.0,1.224537524338598,True,frog chorus based
LINEAR,5,70.0,1000,0.0,10.0,100.0,8.0,60.4,1.0,100.0,1.0,100.0,0.5241843907956802,1.118373055477305,0.8190522909907504,0,700.0,1000.0,700;1000,2,1.0,2000.0,1;2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700;1000;1500;2000,20,1.0,1.224537524338598,True,frog chorus based
LINEAR,5,100.0,1000,0.0,10.0,100.0,6.0,60.0,1.0,100.0,1.0,100.0,0.5179785099011953,1.1080326735258237,0.8222817967441525,0,700.0,1000.0,700;1000,2,1.0,2000.0,1;2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700;1000;1500;2000,20,1.0,1.224537524338598,True,frog chorus based
LINEAR,5,150.0,1000,0.0,10.0,100.0,5.0,61.3,1.0,100.0,1.0,100.0,0.4970622806042306,1.0895652288164437,0.8353638122521216,0,700.0,1000.0,700;1000,2,1.0,2000.0,1;2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700;1000;1500;2000,20,1.0,1.224537524338598,True,frog chorus based
LINEAR,5,200.0,1000,0.0,10.0,100.0,4.0,62.4,1.0,100.0,1.0,100.0,0.4821242022107513,1.0594928635213,0.8409447870365454,0,700.0,1000.0,700;1000,2,1.0,2000.0,1;2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700;1000;1500;2000,20,1.0,1.224537524338598,True,frog chorus based
LINEAR,5,300.0,1000,0.0,10.0,100.0,3.0,66.0,1.0,100.0,1.0,100.0,0.4498323127621865,1.0125629707542074,0.8541672658084936,0,700.0,1000.0,700;1000,2,1.0,2000.0,1;2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700;1000;1500;2000,20,1.0,1.224537524338598,True,frog chorus based
LINEAR,5,500.0,1000,0.0,10.0,100.0,2.0,86.7,1.0,100.0,1.0,100.0,0.3852432461654267,0.906987412364874,0.870993054359267,0,700.0,1000.0,700;1000,2,1.0,2000.0,1;2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700;1000;1500;2000,20,1.0,1.224537524338598,True,frog chorus based
LINEAR,5,700.0,1000,0.0,10.0,100.0,2.0,98.2,1.0,100.0,1.0,100.0,0.3209584538306302,0.7117017449365939,0.90318619332488,0,700.0,1000.0,700;1000,2,1.0,2000.0,1;2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700;1000;1500;2000,20,1.0,1.224537524338598,True,frog chorus based
LINEAR,5,1000.0,1000,0.0,10.0,100.0,2.0,100.0,1.0,100.0,1.0,100.0,0.2778245980539415,0.4656133460914256,0.9141515882168008,0,700.0,1000.0,700;1000,2,1.0,2000.0,1;2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700;1000;1500;2000,20,1.0,1.224537524338598,True,frog chorus based
LINEAR,5,1500.0,1000,0.0,10.0,100.0,3.0,75.2,1.0,100.0,1.0,100.0,0.3309975987964318,0.8078381109231693,0.8236627619181136,0,700.0,1000.0,700;1000,2,1.0,2000.0,1;2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700;1000;1500;2000,20,1.0,1.224537524338598,True,frog chorus based
LINEAR,5,2000.0,1000,0.0,16.0,100.0,9.0,88.2,7.0,100.0,2.0,100.0,0.0176793394596134,0.0432837746136236,1.2165411292529411,0,700.0,1000.0,700;1000,2,1.0,2000.0,1;2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700;1000;1500;2000,20,1.0,1.224537524338598,True,frog chorus based
LINEAR,10,1.0,1000,0.0,10.0,90.9,,17.0,1.0,91.0,1.0,98.8,0.3518173122995593,1.0091651399651416,0.2251649656496342,0,10.0,300.0,10;15;20;30;50;70;100;150;200;300,10,2.0,700.0,2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700,16,1.0,0.5962189936206396,False,frog chorus based
LINEAR,10,2.0,1000,0.0,10.0,96.6,,26.6,1.0,96.6,1.0,99.9,0.2824757396489824,0.8760994049103483,0.3205320592809298,0,10.0,300.0,10;15;20;30;50;70;100;150;200;300,10,2.0,700.0,2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700,16,1.0,0.5962189936206396,False,frog chorus based
LINEAR,10,3.0,1000,0.0,10.0,99.3,,39.1,1.0,99.3,1.0,100.0,0.2249789335337861,0.7408370106742302,0.3943267868798961,0,10.0,300.0,10;15;20;30;50;70;100;150;200;300,10,2.0,700.0,2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700,16,1.0,0.5962189936206396,False,frog chorus based
LINEAR,10,5.0,1000,0.0,10.0,100.0,136.0,61.6,1.0,100.0,1.0,100.0,0.13969570363487,0.4436666601446241,0.4994279958199147,0,10.0,300.0,10;15;20;30;50;70;100;150;200;300,10,2.0,700.0,2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700,16,1.0,0.5962189936206396,False,frog chorus based
LINEAR,10,7.0,1000,0.0,10.0,100.0,98.0,80.0,1.0,100.0,1.0,100.0,0.069585536596264,0.1882550504480114,0.5687530954794737,0,10.0,300.0,10;15;20;30;50;70;100;150;200;300,10,2.0,700.0,2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700,16,1.0,0.5962189936206396,False,frog chorus based
LINEAR,10,10.0,1000,0.0,10.0,100.0,69.0,95.7,1.0,100.0,1.0,100.0,0.012895992321655,0.0749679986538682,0.6158600720441787,0,10.0,300.0,10;15;20;30;50;70;100;150;200;300,10,2.0,700.0,2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700,16,1.0,0.5962189936206396,True,frog chorus based
LINEAR,10,15.0,1000,0.0,10.0,100.0,46.0,100.0,1.0,100.0,1.0,100.0,0.0144250857360187,0.0775624970343842,0.6119751992297855,0,10.0,300.0,10;15;20;30;50;70;100;150;200;300,10,2.0,700.0,2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700,16,1.0,0.5962189936206396,True,frog chorus based
LINEAR,10,20.0,1000,0.0,10.0,100.0,35.0,100.0,1.0,100.0,1.0,100.0,0.0164784946140324,0.0809362313858261,0.607599898431624,0,10.0,300.0,10;15;20;30;50;70;100;150;200;300,10,2.0,700.0,2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700,16,1.0,0.5962189936206396,True,frog chorus based
LINEAR,10,30.0,1000,0.0,10.0,100.0,24.0,100.0,1.0,100.0,1.0,100.0,0.020773925519237,0.0883504789170456,0.5991241105839102,0,10.0,300.0,10;15;20;30;50;70;100;150;200;300,10,2.0,700.0,2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700,16,1.0,0.5962189936206396,True,frog chorus based
LINEAR,10,50.0,1000,0.0,10.0,100.0,15.0,100.0,1.0,100.0,1.0,100.0,0.0292342849383005,0.1023099272658786,0.583421589163445,0,10.0,300.0,10;15;20;30;50;70;100;150;200;300,10,2.0,700.0,2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700,16,1.0,0.5962189936206396,True,frog chorus based
LINEAR,10,70.0,1000,0.0,10.0,100.0,12.0,99.4,1.0,100.0,1.0,100.0,0.0375660660541622,0.1129161888572112,0.5708989100043017,0,10.0,300.0,10;15;20;30;50;70;100;150;200;300,10,2.0,700.0,2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700,16,1.0,0.5962189936206396,True,frog chorus based
LINEAR,10,100.0,1000,0.0,10.0,100.0,9.0,98.8,1.0,100.0,1.0,100.0,0.0511866864376763,0.131386301332356,0.5527073879732658,0,10.0,300.0,10;15;20;30;50;70;100;150;200;300,10,2.0,700.0,2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700,16,1.0,0.5962189936206396,True,frog chorus based
LINEAR,10,150.0,1000,0.0,10.0,100.0,7.0,98.6,1.0,100.0,1.0,100.0,0.0744541896304095,0.1573906264050278,0.528840881677883,0,10.0,300.0,10;15;20;30;50;70;100;150;200;300,10,2.0,700.0,2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700,16,1.0,0.5962189936206396,True,frog chorus based
LINEAR,10,200.0,1000,0.0,10.0,100.0,6.0,97.9,1.0,100.0,1.0,100.0,0.0989780985863721,0.1829067926062901,0.5089174475691356,0,10.0,300.0,10;15;20;30;50;70;100;150;200;300,10,2.0,700.0,2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700,16,1.0,0.5962189936206396,True,frog chorus based
LINEAR,10,300.0,1000,0.0,10.0,100.0,5.0,97.2,1.0,100.0,1.0,100.0,0.1489211479336009,0.2417075973511117,0.4677003766594608,0,10.0,300.0,10;15;20;30;50;70;100;150;200;300,10,2.0,700.0,2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700,16,1.0,0.5962189936206396,True,frog chorus based
LINEAR,10,500.0,1000,0.0,10.0,100.0,7.0,87.8,2.0,100.0,1.0,100.0,0.2581415147208842,0.3717888151285174,0.3751948285457462,0,10.0,300.0,10;15;20;30;50;70;100;150;200;300,10,2.0,700.0,2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700,16,1.0,0.5962189936206396,True,frog chorus based
LINEAR,10,700.0,1000,0.0,10.0,100.0,22.0,65.3,3.0,100.0,1.0,100.0,0.4062197095872016,0.7101987717748154,0.2651942350159735,0,10.0,300.0,10;15;20;30;50;70;100;150;200;300,10,2.0,700.0,2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700,16,1.0,0.5962189936206396,True,frog chorus based
LINEAR,10,1000.0,1000,0.4444444444444444,15.0,96.8,,0.0,13.0,90.5,5.0,89.0,0.5618025399973414,1.0097136726265377,0.0765992892671746,324,10.0,300.0,10;15;20;30;50;70;100;150;200;300,10,2.0,700.0,2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700,16,1.0,0.5962189936206396,False,frog chorus based
LINEAR,10,1500.0,1000,6.888888888888889,14.5,51.6,,0.0,,44.0,,2.3,0.704575792508664,1.4651397476399706,0.0278118312495008,490,10.0,300.0,10;15;20;30;50;70;100;150;200;300,10,2.0,700.0,2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700,16,1.0,0.5962189936206396,False,frog chorus based
LINEAR,10,2000.0,1000,47.888888888888886,10.0,2.7,,0.0,,1.5,,1.0,0.6283185301436194,0.6283187764159864,1.3779517971101995e-08,848,10.0,300.0,10;15;20;30;50;70;100;150;200;300,10,2.0,700.0,2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700,16,1.0,0.5962189936206396,False,frog chorus based
LINEAR,20,1.0,1000,2.6666666666666665,32.0,67.80000000000001,,6.5,81.0,67.80000000000001,1.0,99.9,0.1441116014849722,0.5661446231964625,0.1144907434282757,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.28205972826166026,False,frog chorus based
LINEAR,20,2.0,1000,1.3611111111111112,28.5,83.8,,33.0,41.0,83.7,1.0,100.0,0.1019377551718988,0.3859698689202429,0.1834181092650179,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.28205972826166026,False,frog chorus based
LINEAR,20,3.0,1000,0.9027777777777776,29.0,93.2,150.0,58.9,28.0,93.2,1.0,100.0,0.0734586561430176,0.2424685349773705,0.2281272158956952,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.28205972826166026,False,frog chorus based
LINEAR,20,5.0,1000,0.5555555555555556,25.0,99.9,91.0,88.6,17.5,99.9,1.0,100.0,0.0315489113291624,0.0913260748778552,0.2772637904098501,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.28205972826166026,False,frog chorus based
LINEAR,20,7.0,1000,0.4166666666666667,21.0,100.0,66.0,97.6,13.0,100.0,1.0,100.0,0.0117320383062722,0.0536992122140656,0.2941036219751941,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.28205972826166026,False,frog chorus based
LINEAR,20,10.0,1000,0.2777777777777778,17.0,100.0,46.0,99.7,9.0,100.0,1.0,100.0,0.013692614726412,0.0560266343800736,0.2882045019129952,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.28205972826166026,True,frog chorus based
LINEAR,20,15.0,1000,0.1944444444444444,15.0,100.0,31.5,100.0,7.0,100.0,1.0,100.0,0.019135430052662,0.0661352791303326,0.277054854287064,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.28205972826166026,True,frog chorus based
LINEAR,20,20.0,1000,0.1388888888888889,13.0,100.0,24.0,99.9,5.0,100.0,1.0,100.0,0.0239999387253764,0.0761585012679217,0.2666163831074346,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.28205972826166026,True,frog chorus based
LINEAR,20,30.0,1000,0.1111111111111111,12.0,100.0,17.0,99.5,4.0,100.0,1.0,100.0,0.0326415351227948,0.0941727837058148,0.2472963503793408,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.28205972826166026,True,frog chorus based
LINEAR,20,50.0,1000,0.1111111111111111,12.0,100.0,11.0,98.3,4.0,100.0,1.0,100.0,0.0446949864970363,0.1255388641956474,0.2216302683357049,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.28205972826166026,True,frog chorus based
LINEAR,20,70.0,1000,0.0833333333333333,12.0,100.0,9.0,97.5,4.0,100.0,1.0,100.0,0.0521295877847091,0.146443738530611,0.203182111741822,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.28205972826166026,True,frog chorus based
LINEAR,20,100.0,1000,0.1111111111111111,12.0,100.0,7.0,97.4,4.0,100.0,1.0,100.0,0.0637197389787282,0.1716503982353335,0.1836095629918979,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.28205972826166026,True,frog chorus based
LINEAR,20,150.0,1000,0.1388888888888889,13.0,100.0,7.0,96.1,5.0,100.0,1.0,100.0,0.0864888362569893,0.1998903367849279,0.1627622443021315,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.28205972826166026,True,frog chorus based
LINEAR,20,200.0,1000,0.25,16.0,99.0,22.0,92.9,9.0,98.8,1.0,100.0,0.1140422801842554,0.2289690090843994,0.1451968081496373,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.28205972826166026,True,frog chorus based
LINEAR,20,300.0,1000,0.6944444444444444,30.0,99.5,64.0,76.6,25.0,99.3,1.0,100.0,0.1763347483698897,0.3077305626243952,0.1118010935237738,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.28205972826166026,True,frog chorus based
LINEAR,20,500.0,1000,5.388888888888889,108.0,66.8,,0.0,,44.8,1.5,95.6,0.2800622553244134,0.5246047257398883,0.0270305196283469,988,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.28205972826166026,False,frog chorus based
LINEAR,20,700.0,1000,19.01388888888889,29.0,14.499999999999998,,0.0,,11.2,,16.8,0.3405531651029832,0.7590909689760004,0.0111905510563703,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.28205972826166026,False,frog chorus based
LINEAR,20,1000.0,1000,19.166666666666668,19.0,3.5000000000000004,,0.0,,1.9,,18.3,0.4008087802776038,1.1576203750758345,0.009306229581053,938,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.28205972826166026,False,frog chorus based
LINEAR,20,1500.0,1000,20.52777777777778,62.0,34.7,,0.0,,28.5,,38.1,0.4298955339556274,1.4003339418256264,0.0034222809468744,1014,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.28205972826166026,False,frog chorus based
LINEAR,20,2000.0,1000,68.55555555555556,,0.0,,0.0,,0.0,,0.6,0.932005812476749,0.9424778373215792,1.9793278127622216e-10,1399,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.28205972826166026,False,frog chorus based
LINEAR,50,1.0,1000,8.38888888888889,138.0,14.7,,6.6000000000000005,,13.5,1.0,100.0,0.0380950232930067,0.2114290968481473,0.0158105326152815,0,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,0.09356416904627267,False,frog chorus based
LINEAR,50,2.0,1000,5.127777777777778,119.0,53.7,159.0,58.5,164.0,52.8,1.0,100.0,0.0221800021394211,0.0882208863126886,0.0607384908531061,0,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,0.09356416904627267,False,frog chorus based
LINEAR,50,3.0,1000,3.6,101.0,80.9,107.0,90.2,108.0,80.10000000000001,1.0,100.0,0.0134927416719528,0.0485424445420791,0.0980712304870494,0,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,0.09356416904627267,False,frog chorus based
LINEAR,50,5.0,1000,2.1666666666666665,68.5,99.0,65.5,99.5,64.0,98.8,1.0,100.0,0.0126839529115009,0.0399509764403202,0.0978001986418925,0,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,0.09356416904627267,False,frog chorus based
LINEAR,50,7.0,1000,1.5555555555555556,50.0,100.0,48.0,99.3,45.0,100.0,1.0,100.0,0.0151204925303341,0.0473364788306263,0.0914875553303433,0,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,0.09356416904627267,False,frog chorus based
LINEAR,50,10.0,1000,1.0888888888888888,37.0,99.9,35.0,98.2,31.0,99.9,1.0,100.0,0.0178968389596793,0.056422268526274,0.0835187290017871,0,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,0.09356416904627267,True,frog chorus based
LINEAR,50,15.0,1000,0.7666666666666667,26.0,98.8,25.0,96.0,21.0,98.8,1.0,100.0,0.0217745291428818,0.0674988227398716,0.0739860999831395,0,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,0.09356416904627267,True,frog chorus based
LINEAR,50,20.0,1000,0.6,22.0,96.0,20.0,89.2,17.0,96.0,1.0,100.0,0.0244727593811883,0.0758769013513846,0.0669575751905384,0,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,0.09356416904627267,True,frog chorus based
LINEAR,50,30.0,1000,0.4777777777777778,18.0,94.5,20.0,73.9,13.0,94.4,1.0,100.0,0.0286310588247412,0.0877002054582744,0.0571828984020405,0,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,0.09356416904627267,False,frog chorus based
LINEAR,50,50.0,1000,1.3666666666666667,54.0,82.1,,40.8,102.0,70.8,1.0,100.0,0.0345332697143505,0.1033643016198307,0.0527013643650144,0,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,0.09356416904627267,False,frog chorus based
LINEAR,50,70.0,1000,3.8666666666666663,129.0,35.6,,31.6,,17.5,1.0,100.0,0.0420470463240132,0.1102139284168643,0.0198443662756071,0,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,0.09356416904627267,False,frog chorus based
LINEAR,50,100.0,1000,9.677777777777775,180.0,0.5,,0.0,,0.0,1.0,100.0,0.0539263423597566,0.1317660334645011,0.0063608008780995,0,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,0.09356416904627267,False,frog chorus based
LINEAR,50,150.0,1000,20.23333333333333,,0.0,,0.0,,0.0,1.0,100.0,0.0823867253982602,0.2246801270635159,0.0032825980228191,262,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,0.09356416904627267,False,frog chorus based
LINEAR,50,200.0,1000,29.03333333333333,,0.0,,0.0,,0.0,,0.2,0.1109408509631303,0.2888950253741776,0.0019171281025723,594,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,0.09356416904627267,False,frog chorus based
LINEAR,50,300.0,1000,39.333333333333336,,0.0,,0.0,,0.0,,0.0,0.1653417454178941,0.3764002399269782,0.000911773964929,582,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,0.09356416904627267,False,frog chorus based
LINEAR,50,500.0,1000,49.91111111111111,,0.0,,0.0,,0.0,,0.0,0.2541126871415415,0.6435629917779762,0.0002733655084622,5092,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,0.09356416904627267,False,frog chorus based
LINEAR,50,700.0,1000,44.21111111111111,,0.0,,0.0,,0.0,,0.0,0.1927462390194368,0.7894687831708908,0.0005030273674085,814,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,0.09356416904627267,False,frog chorus based
LINEAR,50,1000.0,1000,42.54444444444445,,0.0,,0.0,,0.0,,0.0,0.2206311296387229,0.6067884214806376,7.444920722027293e-05,9266,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,0.09356416904627267,False,frog chorus based
LINEAR,50,1500.0,1000,35.7,,0.0,,0.0,,0.0,,0.0,0.1568502564523636,0.6097819117819837,0.0006690987419077,7498,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,0.09356416904627267,False,frog chorus based
LINEAR,50,2000.0,1000,75.13333333333333,,0.0,,0.0,,0.0,,0.0,0.8003648478426403,2.4063133960240224,0.0,140602,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,0.09356416904627267,False,frog chorus based
