coupling_function,device_count,k,run_count,overall_per_percent_median,ttu_cycle_median,ttu_reach_rate_percent,max_convergence_cycle_censored_median,max_convergence_rate_percent,mingap_convergence_cycle_censored_median,mingap_convergence_rate_percent,aux_mean_convergence_cycle_censored_median,aux_mean_convergence_rate_percent,final_10_cycle_new_mean_abs_dev_median,final_10_cycle_new_max_abs_dev_median,final_10_cycle_min_gap_median,simultaneous_collision_count_total,max_safe_k_ge95_lower,max_safe_k_ge95_upper,max_safe_k_ge95_values,max_safe_k_ge95_count,mingap_safe_k_ge95_lower,mingap_safe_k_ge95_upper,mingap_safe_k_ge95_values,mingap_safe_k_ge95_count,per_optimal_k,per_plot_percent,per_zero_clipped,per_plot_floor_percent,final_10_cycle_adjacent_phase_gap_std_median_rad
LINEAR,10,2000.0,1000,47.888888888888886,10.0,2.7,,0.0,,1.5,,1.0,0.6283185301436194,0.6283187764159864,1.3779517971101995e-08,848,10.0,300.0,10;15;20;30;50;70;100;150;200;300,10,2.0,700.0,2;3;5;7;10;15;20;30;50;70;100;150;200;300;500;700,16,1.0,47.888888888888886,False,0.0185185185185185,0.0680175800424835
LINEAR,20,1.0,1000,2.6666666666666665,32.0,67.80000000000001,,6.5,81.0,67.80000000000001,1.0,99.9,0.1441116014849722,0.5661446231964625,0.1144907434282757,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,2.6666666666666665,False,0.0185185185185185,0.195955886317002
LINEAR,20,2.0,1000,1.3611111111111112,28.5,83.8,,33.0,41.0,83.7,1.0,100.0,0.1019377551718988,0.3859698689202429,0.1834181092650179,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,1.3611111111111112,False,0.0185185185185185,0.1391789064715936
LINEAR,20,3.0,1000,0.9027777777777776,29.0,93.2,150.0,58.9,28.0,93.2,1.0,100.0,0.0734586561430176,0.2424685349773705,0.2281272158956952,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.9027777777777776,False,0.0185185185185185,0.0976945855455769
LINEAR,20,5.0,1000,0.5555555555555556,25.0,99.9,91.0,88.6,17.5,99.9,1.0,100.0,0.0315489113291624,0.0913260748778552,0.2772637904098501,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.5555555555555556,False,0.0185185185185185,0.0399786652024354
LINEAR,20,7.0,1000,0.4166666666666667,21.0,100.0,66.0,97.6,13.0,100.0,1.0,100.0,0.0117320383062722,0.0536992122140656,0.2941036219751941,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.4166666666666667,False,0.0185185185185185,0.01727856004578
LINEAR,20,10.0,1000,0.2777777777777778,17.0,100.0,46.0,99.7,9.0,100.0,1.0,100.0,0.013692614726412,0.0560266343800736,0.2882045019129952,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.2777777777777778,False,0.0185185185185185,0.020097177311946
LINEAR,20,15.0,1000,0.1944444444444444,15.0,100.0,31.5,100.0,7.0,100.0,1.0,100.0,0.019135430052662,0.0661352791303326,0.277054854287064,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.1944444444444444,False,0.0185185185185185,0.0259842578534163
LINEAR,20,20.0,1000,0.1388888888888889,13.0,100.0,24.0,99.9,5.0,100.0,1.0,100.0,0.0239999387253764,0.0761585012679217,0.2666163831074346,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.1388888888888889,False,0.0185185185185185,0.0314500689555077
LINEAR,20,30.0,1000,0.1111111111111111,12.0,100.0,17.0,99.5,4.0,100.0,1.0,100.0,0.0326415351227948,0.0941727837058148,0.2472963503793408,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.1111111111111111,False,0.0185185185185185,0.0412078654241535
LINEAR,20,50.0,1000,0.1111111111111111,12.0,100.0,11.0,98.3,4.0,100.0,1.0,100.0,0.0446949864970363,0.1255388641956474,0.2216302683357049,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.1111111111111111,False,0.0185185185185185,0.0753498005813857
LINEAR,20,70.0,1000,0.0833333333333333,12.0,100.0,9.0,97.5,4.0,100.0,1.0,100.0,0.0521295877847091,0.146443738530611,0.203182111741822,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.0833333333333333,False,0.0185185185185185,0.0843268041674819
LINEAR,20,100.0,1000,0.1111111111111111,12.0,100.0,7.0,97.4,4.0,100.0,1.0,100.0,0.0637197389787282,0.1716503982353335,0.1836095629918979,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.1111111111111111,False,0.0185185185185185,0.0959067803593185
LINEAR,20,150.0,1000,0.1388888888888889,13.0,100.0,7.0,96.1,5.0,100.0,1.0,100.0,0.0864888362569893,0.1998903367849279,0.1627622443021315,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.1388888888888889,False,0.0185185185185185,0.1144642154705197
LINEAR,20,200.0,1000,0.25,16.0,99.0,22.0,92.9,9.0,98.8,1.0,100.0,0.1140422801842554,0.2289690090843994,0.1451968081496373,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.25,False,0.0185185185185185,0.1372525072629067
LINEAR,20,300.0,1000,0.6944444444444444,30.0,99.5,64.0,76.6,25.0,99.3,1.0,100.0,0.1763347483698897,0.3077305626243952,0.1118010935237738,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,0.6944444444444444,False,0.0185185185185185,0.1924098205940435
LINEAR,20,500.0,1000,5.388888888888889,108.0,66.8,,0.0,,44.8,1.5,95.6,0.2800622553244134,0.5246047257398883,0.0270305196283469,988,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,5.388888888888889,False,0.0185185185185185,0.3049154528188871
LINEAR,20,700.0,1000,19.01388888888889,29.0,14.499999999999998,,0.0,,11.2,,16.8,0.3405531651029832,0.7590909689760004,0.0111905510563703,0,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,19.01388888888889,False,0.0185185185185185,0.3872243023309818
LINEAR,20,1000.0,1000,19.166666666666668,19.0,3.5000000000000004,,0.0,,1.9,,18.3,0.4008087802776038,1.1576203750758345,0.009306229581053,938,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,19.166666666666668,False,0.0185185185185185,0.5017000691466251
LINEAR,20,1500.0,1000,20.52777777777778,62.0,34.7,,0.0,,28.5,,38.1,0.4298955339556274,1.4003339418256264,0.0034222809468744,1014,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,20.52777777777778,False,0.0185185185185185,0.530920870065724
LINEAR,20,2000.0,1000,68.55555555555556,,0.0,,0.0,,0.0,,0.6,0.932005812476749,0.9424778373215792,1.9793278127622216e-10,1399,7.0,150.0,7;10;15;20;30;50;70;100;150,9,5.0,300.0,5;7;10;15;20;30;50;70;100;150;200;300,12,70.0,68.55555555555556,False,0.0185185185185185,6.139918836303951e-07
LINEAR,50,1.0,1000,8.38888888888889,138.0,14.7,,6.6000000000000005,,13.5,1.0,100.0,0.0380950232930067,0.2114290968481473,0.0158105326152815,0,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,8.38888888888889,False,0.0185185185185185,0.0567622646247497
LINEAR,50,2.0,1000,5.127777777777778,119.0,53.7,159.0,58.5,164.0,52.8,1.0,100.0,0.0221800021394211,0.0882208863126886,0.0607384908531061,0,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,5.127777777777778,False,0.0185185185185185,0.0303658764151354
LINEAR,50,3.0,1000,3.6,101.0,80.9,107.0,90.2,108.0,80.10000000000001,1.0,100.0,0.0134927416719528,0.0485424445420791,0.0980712304870494,0,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,3.6,False,0.0185185185185185,0.0172734438236183
LINEAR,50,5.0,1000,2.1666666666666665,68.5,99.0,65.5,99.5,64.0,98.8,1.0,100.0,0.0126839529115009,0.0399509764403202,0.0978001986418925,0,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,2.1666666666666665,False,0.0185185185185185,0.0156024136835752
LINEAR,50,7.0,1000,1.5555555555555556,50.0,100.0,48.0,99.3,45.0,100.0,1.0,100.0,0.0151204925303341,0.0473364788306263,0.0914875553303433,0,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,1.5555555555555556,False,0.0185185185185185,0.0186213936795997
LINEAR,50,10.0,1000,1.0888888888888888,37.0,99.9,35.0,98.2,31.0,99.9,1.0,100.0,0.0178968389596793,0.056422268526274,0.0835187290017871,0,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,1.0888888888888888,False,0.0185185185185185,0.0220451162780986
LINEAR,50,15.0,1000,0.7666666666666667,26.0,98.8,25.0,96.0,21.0,98.8,1.0,100.0,0.0217745291428818,0.0674988227398716,0.0739860999831395,0,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,0.7666666666666667,False,0.0185185185185185,0.0268265864010147
LINEAR,50,20.0,1000,0.6,22.0,96.0,20.0,89.2,17.0,96.0,1.0,100.0,0.0244727593811883,0.0758769013513846,0.0669575751905384,0,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,0.6,False,0.0185185185185185,0.0301963352512347
LINEAR,50,30.0,1000,0.4777777777777778,18.0,94.5,20.0,73.9,13.0,94.4,1.0,100.0,0.0286310588247412,0.0877002054582744,0.0571828984020405,0,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,0.4777777777777778,False,0.0185185185185185,0.0351637499045415
LINEAR,50,50.0,1000,1.3666666666666667,54.0,82.1,,40.8,102.0,70.8,1.0,100.0,0.0345332697143505,0.1033643016198307,0.0527013643650144,0,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,1.3666666666666667,False,0.0185185185185185,0.0443752099547494
LINEAR,50,70.0,1000,3.8666666666666663,129.0,35.6,,31.6,,17.5,1.0,100.0,0.0420470463240132,0.1102139284168643,0.0198443662756071,0,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,3.8666666666666663,False,0.0185185185185185,0.0496319527934355
LINEAR,50,100.0,1000,9.677777777777775,180.0,0.5,,0.0,,0.0,1.0,100.0,0.0539263423597566,0.1317660334645011,0.0063608008780995,0,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,9.677777777777775,False,0.0185185185185185,0.0636693011693046
LINEAR,50,150.0,1000,20.23333333333333,,0.0,,0.0,,0.0,1.0,100.0,0.0823867253982602,0.2246801270635159,0.0032825980228191,262,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,20.23333333333333,False,0.0185185185185185,0.0911369091029706
LINEAR,50,200.0,1000,29.03333333333333,,0.0,,0.0,,0.0,,0.2,0.1109408509631303,0.2888950253741776,0.0019171281025723,594,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,29.03333333333333,False,0.0185185185185185,0.1164990596684944
LINEAR,50,300.0,1000,39.333333333333336,,0.0,,0.0,,0.0,,0.0,0.1653417454178941,0.3764002399269782,0.000911773964929,582,5.0,15.0,5;7;10;15,4,5.0,20.0,5;7;10;15;20,5,30.0,39.333333333333336,False,0.0185185185185185,0.1681473736359108
